team_id,phase,group,round,totalingred
22811,1,newhire,2,28
22811,1,newhire,3,30
22811,1,newhire,4,28
22811,1,newhire,5,22
22811,1,newhire,6,25
22811,2,newhire,7,33
22811,2,newhire,8,33
22811,2,newhire,9,21
22811,2,newhire,10,33
22811,2,newhire,11,31
22811,2,newhire,12,29
30503,1,newhire,1,20
30503,1,newhire,2,27
30503,1,newhire,3,27
30503,1,newhire,4,27
30503,1,newhire,5,24
30503,1,newhire,6,27
30503,2,newhire,7,31
30503,2,newhire,8,29
30503,2,newhire,9,27
30503,2,newhire,10,30
30503,2,newhire,11,34
30503,2,newhire,12,36
30505,1,newhire,1,26
30505,1,newhire,2,26
30505,1,newhire,3,22
30505,1,newhire,4,27
30505,1,newhire,5,28
30505,1,newhire,6,26
30505,2,newhire,7,28
30505,2,newhire,8,28
30505,2,newhire,9,24
30505,2,newhire,10,22
30505,2,newhire,11,20
30505,2,newhire,12,26
31103,1,newhire,1,23
31103,1,newhire,2,26
31103,1,newhire,3,28
31103,1,newhire,4,28
31103,1,newhire,5,29
31103,1,newhire,6,25
31103,2,newhire,7,26
31103,2,newhire,8,26
31103,2,newhire,9,23
31103,2,newhire,10,25
31103,2,newhire,11,28
31103,2,newhire,12,24
101602,1,ai,1,20
101602,1,ai,2,19
101602,1,ai,3,23
101602,1,ai,4,19
101602,1,ai,5,22
101602,1,ai,6,24
101602,2,ai,7,27
101602,2,ai,8,29
101602,2,ai,9,27
101602,2,ai,10,27
101602,2,ai,11,30
101602,2,ai,12,30
101603,1,ai,1,22
101603,1,ai,2,28
101603,1,ai,3,27
101603,1,ai,4,31
101603,1,ai,5,28
101603,1,ai,6,30
101603,2,ai,7,26
101603,2,ai,8,26
101603,2,ai,9,31
101603,2,ai,10,26
101603,2,ai,11,32
101603,2,ai,12,30
102401,1,ai,1,15
102401,1,ai,2,27
102401,1,ai,3,26
102401,1,ai,4,26
102401,1,ai,5,24
102401,1,ai,6,23
102401,2,ai,7,24
102401,2,ai,8,23
102401,2,ai,9,30
102401,2,ai,10,29
102401,2,ai,11,26
102401,2,ai,12,30
102410,1,ai,1,21
102410,1,ai,2,26
102410,1,ai,3,32
102410,1,ai,4,32
102410,1,ai,5,30
102410,1,ai,6,28
102410,2,ai,7,30
102410,2,ai,8,27
102410,2,ai,9,24
102410,2,ai,10,32
102410,2,ai,11,33
102410,2,ai,12,36
102411,1,ai,1,22
102411,1,ai,2,21
102411,1,ai,3,27
102411,1,ai,4,25
102411,1,ai,5,25
102411,1,ai,6,25
102411,2,ai,7,22
102411,2,ai,8,23
102411,2,ai,9,28
102411,2,ai,10,29
102411,2,ai,11,25
102411,2,ai,12,31
102412,1,ai,1,20
102412,1,ai,2,25
102412,1,ai,3,21
102412,1,ai,4,28
102412,1,ai,5,26
102412,1,ai,6,30
102412,2,ai,7,29
102412,2,ai,8,27
102412,2,ai,9,29
102412,2,ai,10,25
102412,2,ai,11,24
102412,2,ai,12,30
102901,1,control,1,24
102901,1,control,2,27
102901,1,control,3,28
102901,1,control,4,31
102901,1,control,5,26
102901,1,control,6,25
102901,2,control,7,34
102901,2,control,8,33
102901,2,control,9,33
102901,2,control,10,34
102901,2,control,11,33
102901,2,control,12,32
102910,1,control,1,14
102910,1,control,2,21
102910,1,control,3,20
102910,1,control,4,20
102910,1,control,5,27
102910,1,control,6,26
102910,2,control,7,28
102910,2,control,8,27
102910,2,control,9,25
102910,2,control,10,22
102910,2,control,11,26
102910,2,control,12,28
103110,1,control,1,23
103110,1,control,2,24
103110,1,control,3,14
103110,1,control,4,27
103110,1,control,5,29
103110,1,control,6,30
103110,2,control,7,29
103110,2,control,8,26
103110,2,control,9,28
103110,2,control,10,31
103110,2,control,11,31
103110,2,control,12,24
103111,1,control,1,11
103111,1,control,2,20
103111,1,control,3,18
103111,1,control,4,22
103111,1,control,5,23
103111,1,control,6,23
103111,2,control,7,25
103111,2,control,8,27
103111,2,control,9,25
103111,2,control,10,22
103111,2,control,11,26
103111,2,control,12,24
103112,1,control,1,20
103112,1,control,2,26
103112,1,control,3,23
103112,1,control,4,25
103112,1,control,5,25
103112,1,control,6,27
103112,2,control,7,28
103112,2,control,8,27
103112,2,control,9,28
103112,2,control,10,33
103112,2,control,11,27
103112,2,control,12,29
110510,1,ai,1,15
110510,1,ai,2,18
110510,1,ai,3,21
110510,1,ai,4,18
110510,1,ai,5,23
110510,1,ai,6,21
110510,2,ai,7,23
110510,2,ai,8,24
110510,2,ai,9,25
110510,2,ai,10,27
110510,2,ai,11,23
110510,2,ai,12,23
110511,1,ai,1,16
110511,1,ai,2,19
110511,1,ai,3,21
110511,1,ai,4,18
110511,1,ai,5,27
110511,1,ai,6,22
110511,2,ai,7,21
110511,2,ai,8,26
110511,2,ai,9,29
110511,2,ai,10,26
110511,2,ai,11,20
110511,2,ai,12,22
110801,1,control,1,17
110801,1,control,2,20
110801,1,control,3,23
110801,1,control,4,31
110801,1,control,5,28
110801,1,control,6,27
110801,2,control,7,26
110801,2,control,8,22
110801,2,control,9,29
110801,2,control,10,24
110801,2,control,11,28
110801,2,control,12,25
110811,1,ai,1,15
110811,1,ai,2,20
110811,1,ai,3,21
110811,1,ai,4,26
110811,1,ai,5,22
110811,1,ai,6,23
110811,2,ai,7,19
110811,2,ai,8,25
110811,2,ai,9,23
110811,2,ai,10,25
110811,2,ai,11,23
110811,2,ai,12,28
110812,1,ai,1,16
110812,1,ai,2,16
110812,1,ai,3,23
110812,1,ai,4,22
110812,1,ai,5,25
110812,1,ai,6,32
110812,2,ai,7,25
110812,2,ai,8,30
110812,2,ai,9,27
110812,2,ai,10,28
110812,2,ai,11,24
110812,2,ai,12,23
111401,1,control,1,18
111401,1,control,2,22
111401,1,control,3,23
111401,1,control,4,25
111401,1,control,5,25
111401,1,control,6,15
111401,2,control,7,21
111401,2,control,8,24
111401,2,control,9,30
111401,2,control,10,27
111401,2,control,11,26
111401,2,control,12,23
111501,1,control,1,20
111501,1,control,2,24
111501,1,control,3,21
111501,1,control,4,23
111501,1,control,5,18
111501,1,control,6,23
111501,2,control,7,25
111501,2,control,8,26
111501,2,control,9,24
111501,2,control,10,28
111501,2,control,11,29
111501,2,control,12,27
111512,1,control,1,19
111512,1,control,2,23
111512,1,control,3,25
111512,1,control,4,25
111512,1,control,5,19
111512,1,control,6,26
111512,2,control,7,27
111512,2,control,8,26
111512,2,control,9,23
111512,2,control,10,31
111512,2,control,11,34
111512,2,control,12,25
111901,1,control,1,13
111901,1,control,2,21
111901,1,control,3,18
111901,1,control,4,16
111901,1,control,5,19
111901,1,control,6,23
111901,2,control,7,25
111901,2,control,8,20
111901,2,control,9,21
111901,2,control,10,23
111901,2,control,11,22
111901,2,control,12,22
111911,1,control,1,20
111911,1,control,2,21
111911,1,control,3,20
111911,1,control,4,23
111911,1,control,5,25
111911,1,control,6,23
111911,2,control,7,31
111911,2,control,8,24
111911,2,control,9,26
111911,2,control,10,26
111911,2,control,11,26
111911,2,control,12,26
111912,1,control,1,20
111912,1,control,2,24
111912,1,control,3,21
111912,1,control,4,25
111912,1,control,5,25
111912,1,control,6,26
111912,2,control,7,31
111912,2,control,8,26
111912,2,control,9,26
111912,2,control,10,30
111912,2,control,11,28
111912,2,control,12,28
112102,1,control,1,18
112102,1,control,2,17
112102,1,control,3,24
112102,1,control,4,29
112102,1,control,5,28
112102,1,control,6,26
112102,2,control,7,27
112102,2,control,8,30
112102,2,control,9,27
112102,2,control,10,24
112102,2,control,11,32
112102,2,control,12,27
112103,1,control,1,14
112103,1,control,2,20
112103,1,control,3,26
112103,1,control,4,25
112103,1,control,5,24
112103,1,control,6,21
112103,2,control,7,27
112103,2,control,8,26
112103,2,control,9,29
112103,2,control,10,27
112103,2,control,11,26
112103,2,control,12,26
112104,1,control,1,13
112104,1,control,2,15
112104,1,control,3,21
112104,1,control,4,20
112104,1,control,5,23
112104,1,control,6,21
112104,2,control,7,23
112104,2,control,8,25
112104,2,control,9,26
112104,2,control,10,23
112104,2,control,11,25
112104,2,control,12,25
112105,1,control,1,24
112105,1,control,2,21
112105,1,control,3,24
112105,1,control,4,27
112105,1,control,5,21
112105,1,control,6,30
112105,2,control,7,30
112105,2,control,8,21
112105,2,control,9,26
112105,2,control,10,30
112105,2,control,11,28
112105,2,control,12,29
112203,1,ai,1,21
112203,1,ai,2,29
112203,1,ai,3,24
112203,1,ai,4,30
112203,1,ai,5,26
112203,1,ai,6,26
112203,2,ai,7,29
112203,2,ai,8,27
112203,2,ai,9,28
112203,2,ai,10,24
112203,2,ai,11,26
112203,2,ai,12,28
112205,1,ai,1,17
112205,1,ai,2,24
112205,1,ai,3,29
112205,1,ai,4,24
112205,1,ai,5,23
112205,1,ai,6,21
112205,2,ai,7,27
112205,2,ai,8,27
112205,2,ai,9,26
112205,2,ai,10,29
112205,2,ai,11,27
112205,2,ai,12,28
112501,1,ai,1,19
112501,1,ai,2,20
112501,1,ai,3,22
112501,1,ai,4,24
112501,1,ai,5,24
112501,1,ai,6,27
112501,2,ai,7,27
112501,2,ai,8,24
112501,2,ai,9,24
112501,2,ai,10,26
112501,2,ai,11,26
112501,2,ai,12,24
112503,1,ai,1,22
112503,1,ai,2,23
112503,1,ai,3,25
112503,1,ai,4,24
112503,1,ai,5,26
112503,1,ai,6,26
112503,2,ai,7,28
112503,2,ai,8,29
112503,2,ai,9,27
112503,2,ai,10,27
112503,2,ai,11,28
112503,2,ai,12,23
112504,1,ai,1,22
112504,1,ai,2,26
112504,1,ai,3,26
112504,1,ai,4,33
112504,1,ai,5,29
112504,1,ai,6,31
112504,2,ai,7,30
112504,2,ai,8,29
112504,2,ai,9,31
112504,2,ai,10,31
112504,2,ai,11,31
112504,2,ai,12,33
112505,1,ai,1,13
112505,1,ai,2,16
112505,1,ai,3,20
112505,1,ai,4,21
112505,1,ai,5,17
112505,1,ai,6,21
112505,2,ai,7,21
112505,2,ai,8,17
112505,2,ai,9,19
112505,2,ai,10,25
112505,2,ai,11,23
112505,2,ai,12,21
112510,1,ai,1,17
112510,1,ai,2,20
112510,1,ai,3,25
112510,1,ai,4,23
112510,1,ai,5,21
112510,1,ai,6,23
112510,2,ai,7,23
112510,2,ai,8,23
112510,2,ai,9,24
112510,2,ai,10,27
112510,2,ai,11,20
112510,2,ai,12,27
112511,1,ai,1,21
112511,1,ai,2,24
112511,1,ai,3,25
112511,1,ai,4,26
112511,1,ai,5,28
112511,1,ai,6,25
112511,2,ai,7,26
112511,2,ai,8,24
112511,2,ai,9,27
112511,2,ai,10,27
112511,2,ai,11,29
112511,2,ai,12,29
112601,1,control,1,13
112601,1,control,2,15
112601,1,control,3,17
112601,1,control,4,20
112601,1,control,5,22
112601,1,control,6,23
112601,2,control,7,18
112601,2,control,8,20
112601,2,control,9,23
112601,2,control,10,23
112601,2,control,11,28
112601,2,control,12,24
112602,1,control,1,17
112602,1,control,2,25
112602,1,control,3,24
112602,1,control,4,25
112602,1,control,5,25
112602,1,control,6,26
112602,2,control,7,26
112602,2,control,8,22
112602,2,control,9,28
112602,2,control,10,27
112602,2,control,11,25
112602,2,control,12,27
112610,1,ai,1,9
112610,1,ai,2,14
112610,1,ai,3,16
112610,1,ai,4,24
112610,1,ai,5,21
112610,1,ai,6,21
112610,2,ai,7,17
112610,2,ai,8,22
112610,2,ai,9,25
112610,2,ai,10,22
112610,2,ai,11,26
112610,2,ai,12,26
112611,1,ai,1,16
112611,1,ai,2,18
112611,1,ai,3,26
112611,1,ai,4,29
112611,1,ai,5,25
112611,1,ai,6,29
112611,2,ai,7,28
112611,2,ai,8,27
112611,2,ai,9,30
112611,2,ai,10,25
112611,2,ai,11,22
112611,2,ai,12,26
112612,1,control,1,24
112612,1,control,2,22
112612,1,control,3,26
112612,1,control,4,23
112612,1,control,5,24
112612,1,control,6,30
112612,2,control,7,28
112612,2,control,8,27
112612,2,control,9,30
112612,2,control,10,26
112612,2,control,11,29
112612,2,control,12,28
120901,1,control,1,15
120901,1,control,2,20
120901,1,control,3,26
120901,1,control,4,28
120901,1,control,5,27
120901,1,control,6,22
120901,2,control,7,29
120901,2,control,8,26
120901,2,control,9,28
120901,2,control,10,34
120901,2,control,11,28
120901,2,control,12,31
